Peak id,Mass,RT (s),Polarity,Beer_1_full1.mzXML,Beer_1_full2.mzXML,Beer_1_full3.mzXML,Beer_2_full1.mzXML,Beer_2_full2.mzXML,Beer_2_full3.mzXML,Beer_3_full1.mzXML,Beer_3_full2.mzXML,Beer_3_full3.mzXML,Beer_QC_full1.mzXML,Beer_QC_full2.mzXML,Beer_QC_full3.mzXML
4979,319.1404,296.79,negative,NA,NA,NA,75438.2,51173.16,72701.97,39613.57,NA,NA,348504.75,368278.28,260991.3
3906,201.016,385.43,positive,NA,37797.79,NA,NA,NA,NA,23336.47,NA,NA,289205.25,254837.5,230151.69
3754,122.0812,670.05,positive,96899.41,101581.55,119501.78,NA,NA,NA,71078.79,NA,NA,341246.34,345907.19,415647.03
4078,188.1262,1412.31,positive,45127.34,34168.07,50899.44,6911.54,6975.12,6440.33,5305.94,NA,NA,142885.42,143400.02,171473.8
5300,351.0702,604.39,negative,NA,NA,NA,971159.75,754857.81,824148.5,NA,115752.8,NA,381708.84,389124.91,447734.91
5425,289.1297,236.91,negative,55517.6,55901.24,62550.23,85634.54,104478.25,78619.27,NA,NA,29794.18,250532.84,280075.38,235997.81
536,567.1912,582.05,positive,1158308.63,553541.25,1440000.88,1519130.75,1427129.13,1257924.88,NA,NA,NA,601696.63,NA,655490.56
1572,249.0371,503.71,positive,183741.61,62025.57,148906.05,NA,NA,NA,NA,NA,72367.15,234740.33,226026.25,504968.88
3976,244.1587,820.74,positive,123038.22,125862.65,175443.61,135228.7,87679.85,96686.59,NA,27768.5,NA,238546.22,206830.3,205458.22
5923,339.1455,295.12,negative,NA,NA,NA,43962.8,151900.58,64826.81,NA,NA,38911.65,295343.69,189141.63,234185.39
7451,158.9347,724.7,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,7757.86,5442.82,7333.42
6660,261.079,270.02,negative,851578.06,578394,886787.88,147928.19,100959.95,117622.81,NA,NA,NA,NA,334392.38,704987.81
3981,384.1896,756.06,positive,56087.14,69552.44,96073.15,123237.63,134755.44,110454.93,NA,NA,21854.91,132163.88,160232.39,236443.48
768,299.1753,454.51,positive,349814.75,256707.86,544983.38,634848.44,490129.25,545640.38,NA,NA,174024.63,217835.47,294134.25,507144.41
2493,269.1606,313.81,positive,23492.48,18993.87,26821.69,330115.59,207800.97,176746.91,NA,15993.96,NA,112585.02,154439.83,163884.14
3860,100.0393,494.08,positive,220799.73,161421.08,250843.97,138412.47,212836.28,NA,NA,NA,116170.93,278483.31,233441.88,320911.53
3915,256.1329,252.51,positive,80154.49,109132.34,64972.39,NA,32835.53,NA,NA,48909.7,NA,280651.5,238339.95,122262.4
6568,292.892,1401.05,negative,NA,NA,NA,NA,NA,NA,151921.72,NA,NA,255870.95,293728.75,333227.94
2771,316.1544,264.22,positive,43830.27,85292.48,50029.16,41592.9,72279.35,61209.57,NA,37235.43,NA,190673.73,186009.95,138220.7
7015,427.2129,210.91,negative,NA,NA,NA,183707.42,174487.33,279358.5,NA,150150.45,NA,226944.42,239841.14,344955.31
3832,190.0976,411.46,positive,208333.11,73950.98,209946.06,283825.41,202630.16,264893.88,NA,NA,188871.55,211664.83,304857.38,352026.72
2861,330.1336,262.32,positive,73491.62,66568.77,61787.87,93979,78235.98,61122.64,39895.99,NA,NA,174721.28,166897.22,111268.56
6352,297.1823,244.58,negative,325617.44,283099.56,336870.25,57524.43,29876.28,NA,56876.99,NA,NA,108422.41,114867.38,203380.58
4848,229.0984,467.31,negative,121913.94,190965.94,227553.02,308882.16,273823.47,276265.38,NA,88530.77,NA,168651.72,140142.94,140979.61
7106,286.9123,1397.03,negative,NA,NA,NA,18874.3,40642.96,NA,40719.7,NA,NA,134521.05,115626.8,95886.55
3864,223.144,495.22,positive,227301.22,158849.09,201000.16,219094.61,297308.66,314262.22,NA,NA,113114.55,212644.67,80572.87,217657.8
7287,238.8895,1321.51,negative,76109.91,NA,NA,84164.96,72055.41,NA,104834.08,NA,NA,135508.81,163105.41,155675.63
5276,411.1515,516.88,negative,NA,NA,NA,NA,NA,NA,NA,NA,79866.44,140238.2,124244.84,127758.88
669,454.2657,415.29,positive,NA,NA,NA,726295,1008981.19,948370.75,161010.5,NA,NA,185253.09,246405.75,92422.93
7461,261.0618,716.72,negative,9303.7,NA,NA,18282.47,21656.23,20738.97,9050.4,NA,NA,54146.17,60464.82,73378.77
1894,423.1871,495.55,positive,461146.06,489036.31,431838.88,7412341.5,7322079,7245924,NA,NA,NA,161232.5,147716.22,NA
4154,233.1243,956.27,positive,47682.08,38474.79,45048.29,NA,24555.51,NA,NA,25143.1,NA,103580.43,72303.88,80282.37
3197,175.1077,479.68,positive,NA,NA,91080.65,866019.06,1271008.88,1203081.88,NA,66265.6,NA,158433.36,83576.78,116550.02
4685,289.0681,499.39,negative,140923.91,177027.64,172437.56,203346.33,293279.34,245648.84,NA,NA,69275.45,119073.02,131269.58,103175.04
6436,313.9316,1371.44,negative,NA,NA,29175.66,NA,34666.81,NA,27791.31,NA,NA,77029.1,84462.03,100312.18
3796,236.9852,699.76,positive,37040.75,NA,37255.18,NA,NA,NA,NA,68854.06,NA,113583.77,154935.44,89090.06
6508,194.997,466.65,negative,1008908.63,1359065.38,1190920.25,NA,NA,NA,NA,NA,87293.52,143495.8,119949.2,113197.99
7096,223.109,469.17,negative,NA,NA,NA,242570.58,216689.03,270119.53,50860.43,NA,NA,97370.99,135060.64,72739.17
6490,272.8839,1371.23,negative,28124.48,NA,NA,NA,24704.84,37012.73,49213.69,NA,NA,103427.59,124813.2,64239.85
4689,281.0362,498.27,negative,89243.83,110327.27,80220.78,138442.59,142076.81,195780.77,NA,64625.39,NA,92824.75,97264.62,94227.45
2113,204.0979,571.55,positive,NA,NA,NA,841073.88,985429.94,979867.19,NA,NA,NA,87252.25,NA,143852.23
7170,178.8154,566.69,negative,NA,NA,NA,NA,NA,NA,NA,NA,44822.16,113349.14,46527.97,102181.93
6910,401.1208,495.09,negative,277424.63,469997.38,255991.34,NA,NA,NA,74425.1,NA,NA,123500.91,124414.16,47901.86
3737,387.1509,488.14,positive,397231.81,438495.28,384097.13,265996.16,305263.5,176021.72,NA,NA,NA,158669.78,60010.05,NA
6220,352.8585,1384.57,negative,NA,24788.18,NA,NA,32663.58,NA,NA,25491.2,NA,76992.84,93493.24,33401.59
1485,266.1498,281.36,positive,86239.16,93080.65,112034.97,145441.77,151178.61,137709.75,NA,NA,63245.3,143282.59,83257.59,43609.84
2327,402.3406,629.88,positive,279443.25,204657.78,360879.91,NA,NA,NA,NA,85949.41,NA,73091.43,107709.13,89018.94
3950,399.2506,256.43,positive,148966.88,98789.29,113828.34,78049.31,87668.07,31436.29,NA,155837.11,NA,103268.73,91280.66,91910.67
788,313.0343,693.19,positive,189535.08,166325.92,187293.97,180253.36,174280.39,248507.34,NA,NA,NA,73200.12,NA,74268.05
7378,170.0824,453.07,negative,40668.05,66781.64,54489.8,102144.76,112731.66,95317.38,NA,29491.98,NA,50131.33,48386.09,64786.64
7138,232.0941,549.1,negative,NA,NA,NA,237130.69,242008.22,215526.36,29848.6,NA,NA,51810.98,52725.13,56154.25
6474,151.0071,438.12,negative,1467024.75,1217123.25,1501460.63,NA,NA,NA,NA,NA,185232.16,73295.98,122902.82,104668.1
3130,243.1127,264.13,positive,78794.16,81213.07,102956.24,127970.59,181604.06,105484.46,85410.38,NA,NA,103474.2,106390.53,34941.36
2849,262.1185,481.64,positive,NA,NA,NA,546864.38,421003.66,527980.31,NA,NA,NA,63317.5,69320.06,NA
4280,194.9969,615.92,negative,914315.44,704257.31,886243.69,NA,NA,NA,NA,NA,NA,67827.8,57425.13,NA
7014,165.0227,378.01,negative,337072.56,346274.53,345932.72,NA,NA,NA,NA,NA,30808.06,42339.89,54525.47,51264.8
85,424.1917,496.49,positive,134647.06,176250.59,205503.52,1794947.25,1644111.75,1613995.5,NA,NA,NA,NA,78599.32,46054.62
654,233.1648,287.51,positive,35953.01,73367.37,35799.94,126595.29,154214.7,158461.64,NA,43651.66,NA,47824.16,76526.74,40784.86
1660,375.155,296.95,positive,NA,NA,NA,99999.25,100581.9,129846.52,NA,NA,NA,62545.08,53413.15,NA
7091,273.0887,463.38,negative,NA,NA,NA,96179.21,69345.12,120088.8,NA,NA,NA,42551.98,58118.51,NA
5688,206.9971,464.03,negative,1690399.63,1962873,1863591.75,NA,NA,NA,NA,NA,NA,51371.61,42104.89,NA
6110,357.0802,356.63,negative,435718.63,412212,752549.19,NA,NA,NA,NA,NA,NA,NA,33355.21,61460.49
5830,385.1565,513.42,negative,352910.38,343190.13,341954.69,163315.61,187130.03,193586.86,101546.05,NA,NA,56666.11,50827.16,67343.44
7134,261.0732,661.74,negative,84633.8,NA,NA,245168.98,220498.94,208411.02,NA,NA,NA,NA,18847.42,71216.36
7270,191.0676,559.73,negative,NA,NA,NA,158167.84,141399.38,170583.02,NA,NA,NA,51348.69,19868.23,NA
4790,219.0989,497.69,negative,NA,NA,NA,139970.41,165177.61,165659.48,NA,53441.61,NA,45724.02,25295.03,47040.07
6701,319.0843,280.35,negative,130052.59,97575.61,95542.16,94686.27,109288.13,122487.3,18812.47,14936.54,NA,637988,527602.88,785973.19
7132,226.0111,603.68,negative,139746.3,245606.3,151737.3,NA,NA,NA,NA,NA,NA,26795.95,NA,32634.42
460,455.1883,514.21,positive,3390473.5,2436318,4667820.5,3793045.5,3259728,3588025,236733.31,NA,339522.25,3655756.25,4099361.25,4246188
2852,393.1366,550.18,positive,196454.53,420318.28,261955.28,491118.81,516617.34,409900.88,107865.23,188872.17,NA,2064712,1924081.38,1647002.88
1953,225.0968,449.04,positive,6949562,6243686,6986334,1664653.88,1355139.88,1475127.75,109629.95,117690.38,NA,1567233.5,1529058.25,1590732.88
7311,286.9123,1411.46,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,25066.05,11337.5,NA
2172,606.2326,292.18,positive,333250.19,319928.44,343164.72,474537.03,597628.5,509329.28,65695.96,NA,92777.43,993868.13,1144462.25,1175357.25
2910,357.9269,1374.13,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,14671,11276.57,NA
4314,188.9719,643.81,negative,324770.22,460576.22,281746,281293.81,275369.84,288265.25,30120.93,70312.24,NA,641732.69,646890,591022.88
7535,287.1364,895.24,negative,28774.46,35686,33238.23,19873.14,21839.15,18892.91,NA,NA,NA,6782.96,NA,13422.06
5926,313.0783,542.99,negative,378050.34,335085.59,403388.63,205158.56,256806.38,201499.88,28951.9,NA,35028.28,431500.53,389908.66,539214.69
6830,227.9646,746.94,negative,572756.69,540860.25,582009.25,NA,NA,NA,NA,NA,NA,7635.34,NA,8495.34
4980,351.218,288.7,negative,62818.99,46976.66,46906.03,NA,33031.8,NA,38746.74,NA,16588.09,355048.16,275209.38,238552.81
3075,296.1128,482.11,positive,94227.86,98503.18,78320.64,65912.23,NA,NA,129079.9,NA,81284.89,600373.56,646200.75,839316.75
2963,311.0737,432.31,positive,200295.88,220686.45,274692.81,171938.52,196237.08,197601.52,54257.93,50751.25,NA,538204.06,420032.69,318807.16
2699,310.2377,238.68,positive,83877.52,81305.75,68742.09,95044.57,40932.68,52501.42,37161.02,38507.86,NA,450803.09,318829.78,249306.03
3357,339.1371,249.01,positive,NA,NA,NA,127088.95,162292.5,64353.37,NA,89645.2,39115.09,497470.19,393104.5,347957.13
1303,384.1896,750.39,positive,88575.56,69552.44,96073.15,169936.31,138659.34,145066.06,17210.22,NA,23295.23,180721.44,165555.45,236443.48
3393,324.0592,622.28,positive,303700.94,323348.5,278117.78,231527.95,307843,286303.88,NA,140859.83,184483.7,719986.44,758313.25,816608.06
913,236.103,496.17,positive,47448.32,55876.91,114730.95,294912.22,244952.81,225335.5,73767.65,NA,83515.88,426877.97,351261.47,413924.06
6280,310.9026,1392.21,negative,233312.03,222877.84,295729.66,389818.66,536507.44,277424.16,414179.06,430512.5,NA,1192772.38,1326407.75,1106828.38
824,214.0708,489.05,positive,80455.08,53566.48,112628.37,81044.97,96226.42,NA,NA,78444.42,68617.73,365895.69,305162.81,331377.31
2453,242.1466,244.21,positive,NA,41678.99,69172.32,107080.82,112832.48,133724.44,46840.31,65464.75,NA,352694.91,290225.47,197460.83
6662,247.0632,241.98,negative,240880.16,101230.69,238778.23,21036.63,NA,NA,NA,46358.75,118591.37,176315.47,255755.14,802458.69
1194,288.1228,413.1,positive,NA,NA,69764.74,69344.52,84043.42,110204.18,NA,73992.81,122825.27,363417.5,370101.41,407227.44
1890,421.1621,212.38,positive,NA,NA,NA,144507.17,115071.89,110652.83,NA,55568.9,141418.92,255258.5,306800.13,501948.22
245,569.3643,223.55,positive,105727.89,121522.38,66068.17,194051.78,73095.06,126833.81,NA,165392.16,96163.28,443139.25,324651.47,491709.22
5014,301.1199,411.81,negative,288042.94,105545.98,NA,635787.13,525448.75,436912.56,342853.69,278925.59,NA,700754.38,586829.06,907391.31
2652,234.077,596.3,positive,336497.38,231608.41,314569.06,209057.92,314913.28,165663.13,247153.09,351116.5,NA,688946.13,688420.25,637034.81
3914,367.2115,325.74,positive,NA,NA,NA,NA,51985.25,36176.89,49000.48,NA,85408.05,225645.34,222495.13,281720.13
3794,133.0277,700.4,positive,NA,36863.01,NA,NA,NA,NA,124861.29,112673.5,NA,379648.47,370718.41,335104.75
942,202.0862,402.93,positive,90941.17,84427.89,250627.66,54968.49,46199.37,34356.66,NA,28493.76,43347.79,130891.5,145254.61,212170.89
3769,542.2563,653.09,positive,NA,80629.68,131392.27,NA,NA,NA,142902.2,140309.78,NA,401330.41,383715.34,392425.16
3729,572.4368,232.15,positive,53105.43,NA,79726.73,96373.67,110534.06,NA,NA,40900.57,80105,207143.63,221662.73,207301.69
6828,368.0839,507.62,negative,41828.79,54602.86,NA,75804.32,83403.16,80782.21,62271.39,NA,81264.41,265486.41,265716.47,195562.63
3804,420.1498,622.4,positive,101411.03,101212.35,95835.53,130693.66,107890.45,92510.95,NA,116429.71,120187.24,271934.25,338199.19,371235.25
4690,305.0372,497.95,negative,110609.36,116615.43,137267.22,119661.71,108960.16,139861.91,36510.62,52873.04,NA,179876.86,187934.25,135777.09
6217,430.8359,1382.71,negative,NA,NA,NA,NA,28502.78,NA,22430.3,25822.16,NA,109330.32,107068.84,93277.67
1891,435.178,212.12,positive,98097.54,33708.95,93859.27,234707.45,197503.89,157585.53,NA,112156.69,173086.69,237977.45,329513.31,434089.25
1862,188.1029,625.17,positive,192365.2,101235.8,95084.46,317343.81,329513.25,205261.47,168887.91,66732.7,NA,247144.78,275910.53,282019.97
2862,313.1548,261.79,positive,78471.23,122042.37,61388.29,79305.23,114234.29,43885.6,64866.23,39431.72,NA,174656.95,160222.05,154469.64
3696,568.2714,650.62,positive,50287.52,NA,NA,NA,NA,NA,61869.4,78375.05,NA,210547.98,193279.72,194567.83
2848,422.1656,488.03,positive,138643.89,172434.23,289344,530969.44,483140.63,561791.69,NA,83428,79863.09,208358.52,228893.11,219032.08
968,409.1178,204.11,positive,703068.06,488697.25,323518.13,157171.72,87875.85,114568.79,NA,228793.91,259433.97,408760.28,339107.66,652439.88
610,550.2608,653.85,positive,55889.43,111126.68,83983.08,NA,167737.33,NA,126547.34,NA,70137.25,207379.53,232711.98,204573.97
4246,291.9051,1383.83,positive,11740.44,NA,7271.87,8477.2,10727.62,NA,9984.52,10977.91,NA,48956.26,51164.91,46185.13
3883,270.0736,432.11,positive,140984.22,58959.13,NA,NA,NA,NA,NA,103559.34,131760.97,192270.5,240709.5,302510.84
7209,251.0135,277.25,negative,111325.05,152054.7,84195.89,NA,NA,NA,66732.38,73517.75,NA,197485.91,155754.14,155469.14
5487,232.073,413.1,negative,206022.14,381606.72,380478.97,523581,877810.06,664371.25,211207.97,249071.38,NA,371857.97,319889.41,425173.59
2683,348.0981,569.21,positive,NA,136429.23,NA,NA,NA,272816.34,291498.81,289221.59,NA,502071.75,454491.22,349338.97
7156,355.1058,585.02,negative,200024.72,182937.02,222969.75,182408.98,150522.39,119617.04,NA,29437.14,70984.97,141388.97,98998.73,132521.67
1508,402.2026,261.73,positive,556929.56,555512.75,538719.56,133061.03,77795.51,73854.62,84687.58,42911.96,NA,206831.52,135333.89,113561.39
4371,212.9894,697.61,negative,7877703.5,6882009,7123107.5,9345090,8051687,7643117,40213.21,51100.17,34275.48,3709997.75,3767393,4249162
7304,230.0308,658.52,negative,NA,NA,NA,NA,NA,NA,41867.43,NA,81648.79,158029.38,118196.75,155198.92
1350,522.2449,294.11,positive,618759.44,1183801.13,661489.63,877604.38,887600.81,1020213.5,252294.39,272094.5,NA,452442.28,436302.78,285505.28
7068,348.079,594.15,negative,NA,21738.72,NA,NA,NA,NA,55753.33,26257.56,NA,128370.76,110262.02,78083.44
6342,187.109,411.94,negative,154448.5,125378,NA,1381382.25,1963126.63,2080002.88,236440.95,236014.8,NA,302146.16,383755.69,360376.13
1952,261.037,442.05,positive,NA,NA,NA,NA,NA,NA,NA,85823.8,142795.05,166000.27,185175.27,296931.19
5559,469.2309,298.6,negative,603327.38,393018,427734.66,110497.95,134306.11,157957.97,25677.46,NA,NA,119067.8,147092.86,NA
2713,482.3115,228.16,positive,NA,NA,86116.44,172180.2,194618.58,128564.91,108004.88,NA,100707.16,204369.88,219480.23,166492.17
3468,285.123,412.03,positive,NA,NA,NA,679155.38,387768.13,NA,NA,218613.8,412749.25,378509.31,330493.41,482675.56
4889,589.1787,418.64,negative,206790.23,135800.2,138379.17,232022.16,225657.75,305857.84,111752.75,NA,242195.59,238878.42,241984.75,303826.44
4687,309.0347,498.06,negative,134918.97,137758.11,144258.52,195539.38,178182.72,201605.08,55093.89,NA,108289.59,185272.22,154810.28,132004.53
7058,341.0853,387.85,negative,211457.72,199408.52,294585.78,26107.66,NA,NA,47101.99,24692.94,NA,82077.57,69103.23,114175.54
7221,435.1149,450.85,negative,NA,NA,NA,NA,51465.44,NA,66257.2,78705.76,NA,113437.06,125473.54,172119
3953,210.0761,623.03,positive,244155.41,185051.39,257637.55,56373.58,NA,54306.68,48454.63,115234.07,NA,123831.16,160662.5,120330.28
6504,360.2187,235.86,negative,43116.87,20678.83,NA,308695.19,340298.03,374021.81,90491.35,77120.73,NA,187332.77,144521.44,93322.48
4017,437.1266,626.04,positive,116068.39,100236.73,NA,NA,NA,NA,126656.97,158434.52,NA,207778.17,180946.83,191184.25
4228,154.9466,1387.87,positive,12147.47,25476.38,NA,20104.72,28259.33,21012.71,20189.65,34371.08,NA,57970.63,62044.38,64906.4
1290,375.1999,247.44,positive,NA,37564.78,37710.92,199183.14,175193.3,174761.86,79798.18,46343.98,NA,158614.72,138496.23,54314.11
5488,234.1079,414.8,negative,213493.94,177269.83,NA,254752.23,304124.06,332853.38,189007.7,190222.31,NA,236122.3,237909.08,208123.58
5632,265.1195,296.16,negative,NA,19316.75,39525.61,242109.94,208702.98,200637.27,33502.73,NA,31330.63,61715.59,76500.97,63347.74
3850,405.1996,1397.55,positive,16883.16,13954.47,16843.14,21239.43,NA,16339.27,17178.1,27537.98,NA,50577.12,57061.19,46271.46
1511,440.1582,263,positive,324892,360126.38,369504.31,75600.27,NA,NA,34858.06,NA,NA,91374.79,105681.88,NA
7049,221.0934,419.66,negative,NA,42167.75,NA,235135.89,301525.97,296984.16,38865.86,54265.87,NA,92862.86,63768.14,91226.53
5619,230.0825,279.04,negative,47060.18,50338.25,33725.19,123450.2,93332.19,122420.4,38668.07,NA,26184.08,103830.53,49792.86,48345.9
3784,284.6571,509.69,positive,NA,NA,67524.52,NA,NA,NA,NA,NA,NA,NA,NA,248598.3
5911,202.0876,283.82,negative,200689.59,195323.36,164678.23,NA,NA,NA,NA,21314.19,29964.29,81984.09,50848.69,33830.17
6810,176.8175,1366.08,negative,57018.09,49356.45,47603.35,48059.63,55506.68,55501.18,62038.65,48637.99,NA,87309.15,108458.27,68297.79
800,213.1081,587.58,positive,277077.81,578382.88,266779.97,NA,135779.31,NA,334145.53,335596.31,NA,349984.88,306778.19,204764.89
6529,256.9271,1254.67,negative,5056.84,6540.48,4671.27,6128.87,14728.45,NA,6542.33,NA,12208.22,23374.16,20171.6,30417.15
7105,194.8688,305.63,negative,83540.7,74517.38,72292.07,80772.97,69271.26,124021.32,86640.48,83269.92,NA,97908.56,132353.55,94413.99
5535,403.2146,209.5,negative,262819.56,274437.88,273412.09,NA,NA,NA,NA,NA,NA,170196.41,NA,NA
7382,271.1039,670.73,negative,93618.88,65355.32,73995.16,NA,NA,46610.94,84557.84,71547.12,NA,78655.13,108230.04,110509.38
5165,145.0143,632.21,negative,30231074,33131726,29110796,30360042,25746426,27052722,292595.78,320558.56,350775.34,19021896,17670746,14569368
5408,278.1034,263.11,negative,86070.32,57411.54,85504.16,84114.89,80604.33,88455.19,51802.17,50629.59,NA,72872.9,71831.84,72077.87
3991,405.1058,505.25,positive,224640.97,137486.7,157107.06,218725.61,69139.43,126948.96,NA,NA,NA,NA,NA,138566.22
450,515.2102,494.08,positive,920679.19,1220123.38,893707.75,231735.73,292774.34,107106.73,NA,NA,NA,134034.56,NA,NA
7072,191.0352,394.48,negative,145081.02,124246.45,190188.13,55823.01,30528.77,33190.57,NA,71070.35,157369.23,92513.89,100047.87,164335.58
3751,292.1531,474.58,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117909.1
655,291.1431,275.02,positive,70445.43,71569.92,44638.51,156942.31,158287.27,151018.36,45479.42,86246,NA,91252.73,116208.18,42035.08
4357,447.2758,207.13,negative,123068.12,63506.32,87009.87,465202.56,351627.25,447997.41,165963.02,NA,218505.06,130313.92,211706.52,146672.09
7379,222.7651,532.72,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,112579.7,NA,NA
6899,226.0393,608.26,negative,374304.81,482036.69,282299.75,NA,NA,NA,NA,NA,NA,NA,NA,92256.93
90,382.1605,500.76,positive,NA,NA,NA,343314.31,548678.94,425050.56,NA,NA,NA,89993.74,NA,NA
2396,301.1548,259.45,positive,66521.91,115926.7,74914.73,129261.93,114230.09,115855.38,59289.69,77175.45,NA,101940.83,88509.6,43328.25
6063,173.0456,266.55,negative,699389.69,761897.31,576997.25,159311.8,181820.53,216261,87069.02,72392.94,92656.77,3996561.25,3879499.5,3179670.25
3479,309.121,257.84,positive,668772,604157.25,374707.59,80935.05,NA,NA,NA,NA,NA,82469.95,NA,NA
7223,211.0987,234.93,negative,191345.44,114476.38,135545.34,NA,NA,NA,NA,NA,NA,81319.85,NA,NA
4879,87.0088,421.65,negative,38663220,34993124,42072548,31421928,30968774,30409452,839916.38,797597.31,1390881.75,38968132,39915472,48128564
792,276.02,693.16,positive,111719.74,107152.77,121898.47,125481.55,47682.98,76421.91,NA,NA,NA,NA,NA,72637.19
776,210.0608,696.16,positive,35490436,32000866,34969932,31680148,34227352,32475752,723844.88,684297.06,778204.06,28248140,29562242,31571364
4834,395.1325,469.46,negative,7254988.5,4710747,7185062,4824874.5,3559029.5,3787627.25,219229.05,90620.7,259582.36,6902394.5,7040203,7180316.5
970,353.2322,207.58,positive,220295.8,245711.98,331317.03,NA,NA,NA,NA,NA,NA,NA,NA,66820.88
6934,194.8688,414.39,negative,137241.59,NA,147696.89,NA,64565.92,109508.57,NA,96018.45,101918.95,88592.95,78697.32,92842.55
208,478.2048,440.07,positive,1151696.38,1203003.88,1029984.19,1009655.81,1042910.56,1119982.88,NA,127743.52,NA,125986.32,65704.7,NA
5822,486.2099,413.76,negative,NA,NA,NA,285629.72,303304.66,335472.97,156954.7,NA,NA,95040.85,105984.8,NA
5137,217.0527,229.45,negative,18021586,9390758,17142212,3841007.25,2821228.75,2672901.75,670490.31,495870.47,1099982.5,22302470,28581290,35587816
3146,322.1732,217.44,positive,NA,48383.46,84044.61,283491.28,282875.47,130147.77,NA,NA,106938.16,88217.02,NA,74018.63
1484,263.1752,283.81,positive,35739,62227.1,NA,123302.52,155213.36,160446.81,27197.63,29919.73,NA,31771.25,38146.69,40101.45
6061,283.076,235.41,negative,142181.55,114314.14,122540.95,NA,31118.43,50211.88,NA,NA,NA,58841.09,NA,NA
